"","Mov10_kd_2","Mov10_kd_3","Mov10_oe_1","Mov10_oe_2","Mov10_oe_3","Irrel_kd_1","Irrel_kd_2","Irrel_kd_3"
"C11orf73",10.1982676403544,10.2169139349571,10.3569623903304,10.3059352678373,10.2582882481838,10.2379177852159,10.1994889924899,10.2458721026273
"C11orf74",9.79365535252746,9.82329179360644,9.95878045962747,9.90025587084846,10.0073693122803,9.86701835094934,9.8368605887703,9.81200199457757
"C11orf75",9.47532963200366,9.46570209665525,9.58780265259064,9.72304512682781,9.69545431985011,9.38922402025581,9.41974247740222,9.37233161653009
"C11orf80",9.37776517464643,9.3927241171152,9.4043413705944,9.37531239121844,9.35357710230775,9.40375082998792,9.48625453485906,9.39807925865229
"C11orf82",10.8271501598222,10.7637015804533,10.6997700338532,10.6942523354219,10.8004733291918,10.6990828721307,10.6743169006315,10.6273079049643
"C11orf83",10.1421841672408,10.0865452015736,9.96011630706847,10.0763166924255,9.92178296350025,10.1333858263629,10.1115050421945,10.1523810766184
"C11orf84",10.7830506921687,10.7664484782746,10.7300916095148,10.7747477350031,10.6306697061871,10.9018226080577,10.9230652922671,10.9234007473454
"C11orf85",8.27845326854795,8.36310467772644,8.27845326854795,8.27845326854795,8.37971180913155,8.27845326854795,8.39643710307291,8.4676778015632
"C11orf86",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.35572435679627,8.27845326854795,8.37311638452787
"C11orf87",8.27845326854795,8.36310467772644,8.27845326854795,8.27845326854795,8.27845326854795,8.38771803560254,8.27845326854795,8.37311638452787
"C11orf88",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C11orf9",9.24223084996807,9.33865761022115,9.64580539751892,9.74051644022935,9.56728735163674,9.2610202936013,9.33925009750246,9.40170023534029
"C11orf91",8.43869801098856,8.39815127859716,8.3840571201032,8.45129350860342,8.42162510728935,8.45115419405021,8.39643710307291,8.41230313717093
"C11orf92",8.47466184837669,8.53211705211393,8.6279247662275,8.72761877433075,8.7295483669957,8.5869862755646,8.52849147195831,8.57732331742138
"C11orf93",8.46345630676818,8.51764391402919,8.54736198879469,8.57746493913453,8.58173250967621,8.46761510186973,8.49902742897358,8.59185503555628
"C11orf94",8.53990843485327,8.57123374212071,8.47590993996499,8.49700253993531,8.37971180913155,8.48274705736353,8.48269361810398,8.4899749001705
"C11orf95",11.133244654877,11.0790195430643,10.7402911174218,10.8217225932169,10.7746994962679,10.9011324452965,10.8581763728049,10.9172701612223
"C11orf96",10.2575974135272,10.4720200170082,10.8663393843289,11.0481562051681,10.9729189893398,10.1221835252634,10.1520123526872,10.2458721026273
"C12orf10",10.3795748605814,10.3526532660195,10.2913024770271,10.3015994047465,10.1264000597702,10.4133526812501,10.4295011279974,10.391895212821
"C12orf12",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf23",11.550237843449,11.5637669643019,11.7107518827647,11.6532619454048,11.9552387411138,11.5631380160493,11.5253343987335,11.5132121218704
"C12orf26",9.60144281466589,9.5285344407654,9.44816952372483,9.50062674344254,9.47972066672208,9.52546996244735,9.42523559569034,9.39444425547225
"C12orf29",10.7052495321645,10.6678007230261,10.5947941676476,10.6000164428534,10.7417768576177,10.5819522598894,10.6029880686741,10.5408300038345
"C12orf32",11.3715495596629,11.3264931715454,11.1584208425898,11.1722880958516,11.1068548097145,11.3231475798691,11.3095980734404,11.3543719410706
"C12orf33",8.45152256520077,8.4250317910204,8.44537178269597,8.48291177877324,8.54602949856882,8.35572435679627,8.27845326854795,8.37311638452787
"C12orf34",9.62932181915897,9.51061444671876,9.26402576272026,9.25896154302137,9.14815698665014,9.46875479790333,9.39462136397234,9.3797611228632
"C12orf35",10.5326985424976,10.555974138311,10.5436668204034,10.4920517565788,10.650789386047,10.5293289958757,10.5201644117645,10.5516171586187
"C12orf36",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf37",8.34390093280334,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf39",8.53162773080456,8.59460231797566,8.69288248334859,8.64027388552575,8.70657248150805,8.68602559950199,8.69426464684562,8.63182970629062
"C12orf4",11.23295223895,11.1616953406052,10.9645905220003,10.9220131002218,11.0323793071839,11.1394981226147,11.0857518342403,11.0536428667218
"C12orf40",8.27845326854795,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.37311638452787
"C12orf42",8.34390093280334,8.27845326854795,8.35313480169255,8.27845326854795,8.37971180913155,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf43",10.4078087351946,10.3823180033851,10.0758422658787,10.0943829338984,10.0559322280068,10.3034418164588,10.2090439439867,10.1955818416935
"C12orf44",10.3386801661733,10.2196926828453,10.1882056711383,10.1785547553536,10.0716972991128,10.1432590175898,10.1115050421945,10.0651166010071
"C12orf45",9.39879017833704,9.40432236098528,9.45882104593448,9.50062674344254,9.49485708652374,9.55266810031785,9.55818565910524,9.50766675168852
"C12orf47",10.2091887170844,10.1512414712783,10.3885776346289,10.3815766152091,10.3951657919902,10.1748155080626,10.1857115444471,10.1831352196741
"C12orf49",11.1134347263006,11.0621705827463,10.6116750107587,10.5764799484861,10.5939699334164,10.9848182863654,11.0068075236175,10.9803148159647
"C12orf5",11.3263718531268,11.2234191163227,11.0070269079181,10.9076371421045,10.9559360414913,11.0958411846957,11.1537505582767,11.0415329880953
"C12orf50",8.51418608489962,8.44768333571551,8.35313480169255,8.38780624056042,8.27845326854795,8.46761510186973,8.361892058787,8.44235585074201
"C12orf51",11.5386916209899,11.5377777227941,11.5599243535283,11.4195028899762,11.3429987089672,11.2622724609272,11.3882760041403,11.3941618484718
"C12orf52",10.2535661094165,10.2252318571159,10.216676189248,10.2324339734257,10.145513584195,10.216074510195,10.1647565388628,10.2304784116238
"C12orf53",8.91459573963013,9.0180558109889,9.31986224969362,9.39737587711352,9.30893302724236,9.12673781940648,9.24753033764537,9.21798465209268
"C12orf54",8.27845326854795,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf56",8.39179252052849,8.39815127859716,8.27845326854795,8.35578674948867,8.27845326854795,8.41225875419899,8.39643710307291,8.27845326854795
"C12orf57",10.6092215682289,10.5430681461268,10.4772875489927,10.5471347632121,10.3812400306036,10.5429073232576,10.5180259344033,10.6145609896177
"C12orf59",8.34390093280334,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf60",9.14358050531697,9.0673037756007,9.05932955366474,9.04663141115977,9.03441714100818,8.88253651197085,9.04768266524659,8.94207651808611
"C12orf61",8.65339761139838,8.6266840659207,8.51438040398395,8.52274054396065,8.54602949856882,8.46761510186973,8.49902742897358,8.4676778015632
"C12orf65",9.87364170242888,9.83481044141161,10.1315613496741,10.0460436150611,10.0237747342299,9.82445722060059,9.88048154440556,9.87136143964191
"C12orf66",9.61686761139002,9.71395498534534,9.67365963149228,9.68724486077931,9.60166480004225,9.51695192070596,9.50409540505753,9.57956538104597
"C12orf68",8.69100901516224,8.70855978379098,8.82405234892016,8.88301738322942,8.80184116831144,8.75884629350935,8.89816365120529,8.86566838137511
"C12orf69",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf70",8.61146104042979,8.50222758659347,8.59470199862285,8.65627316053536,8.61360464591565,8.55666017587186,8.54198014846562,8.57732331742138
"C12orf71",8.27845326854795,8.36310467772644,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf73",9.92756184716896,9.96135208897124,10.0250718237249,10.023172560804,10.1048102198035,9.92732790212864,9.95309157467939,9.96472176742305
"C12orf74",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C12orf75",10.1675181102097,10.1424148260814,10.4983383413145,10.5262904978098,10.568423384241,10.6384508362039,10.6169659061559,10.6844281759061
"C12orf76",9.72406026051936,9.60195205275273,9.70081234421525,9.64644822536264,9.65442598663758,9.41805692425864,9.60270264457647,9.46462692979124
"C12orf77",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C13orf15",8.80325613209028,8.91798254560476,8.9646131435152,8.96376629095576,8.99436426206961,8.82169266916821,8.78347981234683,8.86566838137511
"C13orf33",8.27845326854795,8.36310467772644,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.37311638452787
"C13orf35",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C14orf1",10.8874842846873,10.9046190061813,10.6180499863812,10.66329664953,10.5268099332923,10.6982815052678,10.7053562603578,10.6807762091053
"C14orf101",10.1965790078901,10.1873599880044,10.0225399752195,9.98172149092731,10.0491127624597,10.1420291611257,10.1041296753382,10.1487124887612
"C14orf102",10.7109579541605,10.6569309059252,10.568651925974,10.5578810490807,10.477355296023,10.7639887702576,10.7247422236587,10.7001396938345
"C14orf105",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C14orf109",9.72027352804928,9.69246744772448,9.9235081695745,9.85102546992569,9.84310994880899,9.80991065067091,9.76419025786749,9.79233511321136
"C14orf118",9.91057661969215,9.9159353438511,10.0746288283236,10.0579793963419,10.1726127341092,9.77017956687855,9.90169069773147,9.78487081052643
"C14orf119",10.8349695323243,10.7737464112583,10.7943564100581,10.8826358503223,10.8737778112099,10.7919481110466,10.8159962603234,10.7415508452146
"C14orf126",10.1914994199142,10.1902048430726,10.0288596702927,10.0407009273773,10.0938716407062,10.1259289163351,10.0309686103589,10.0690425326045
"C14orf129",10.3574295420983,10.2793286735756,10.2984281173441,10.233580016261,10.3968960399645,10.1395657827606,10.1619357530771,10.0961765750585
"C14orf132",10.2575974135272,10.3476421537776,10.5478638708491,10.6780488646351,10.6901444230478,10.2683231224888,10.2982853614089,10.3979488323822
"C14orf133",9.99415882217143,10.0067463204791,10.0538135508122,9.99569823941616,9.98353737608065,9.95635818795889,9.9581106069236,9.95614249805789
"C14orf135",10.7835906279427,10.858392298469,10.9366017651321,10.832671739883,10.9908059486565,10.9059562926445,10.892626609105,10.8554762780485
"C14orf142",9.67113578177403,9.5804708968691,9.74515564461267,9.68724486077931,9.77604355292066,9.63211494854634,9.64098687250771,9.51090139889813
"C14orf149",9.41254934760156,9.32619452696908,9.33449697674523,9.31374203090797,9.3134989882742,9.26663439172467,9.19236019944775,9.1769249776873
"C14orf159",9.5448315577338,9.59245957881959,9.55946248315573,9.56391239011852,9.46821363253194,9.51908820791141,9.58185405491403,9.5612923767556
"C14orf162",8.58488002671417,8.61633474615063,8.53684108836169,8.52274054396065,8.56444595291442,8.68602559950199,8.57879538115464,8.65609459169092
"C14orf165",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C14orf166",11.4319780797913,11.4293159414359,11.3865014945658,11.3911263371839,11.3575796609067,11.5296880131844,11.5432171183733,11.4705136390342
"C14orf166B",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C14orf167",9.79483850105391,9.71182515240963,10.0575127751899,10.0095138550213,10.0191102200768,9.64730730383939,9.78764805172891,9.85034410638242
"C14orf169",10.1570976173509,10.0631508379223,9.85399983132154,9.89723937587486,9.8044716435514,10.1420291611257,10.1912407185336,10.1741683338091
"C14orf176",8.5778602623323,8.64649433343252,8.55748207812902,8.64836191998736,8.58173250967621,8.56712794831129,8.48269361810398,8.51012220830233
"C14orf177",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C14orf178",8.47466184837669,8.48565763894486,8.35313480169255,8.52274054396065,8.48084591216587,8.46761510186973,8.51422424386503,8.4899749001705
"C14orf180",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C14orf182",8.58488002671417,8.58314546465081,8.46128297551143,8.52274054396065,8.5262312981672,8.54577756939878,8.55480430928775,8.54586605069669
"C14orf183",8.47466184837669,8.50222758659347,8.40777661862903,8.48291177877324,8.42162510728935,8.46761510186973,8.48269361810398,8.4899749001705
"C14orf2",11.2913194933675,11.1767062025927,11.0892989970202,11.1505288631361,11.1301467047481,11.2157728078413,11.138924993823,11.200470923855
"C14orf21",10.3401902075199,10.2925003719298,10.1533910732032,10.1083935404961,10.0694575880209,10.2503933496077,10.1953716393441,10.24076167396
"C14orf23",8.5778602623323,8.50222758659347,8.48951984340902,8.52274054396065,8.5262312981672,8.54577756939878,8.48269361810398,8.51012220830233
"C14orf28",9.0221910839488,9.14130216131515,9.23739918618861,9.21245976592236,9.29972973171533,9.1528898093963,9.15587454599498,9.10336206227434
"C14orf37",9.21065932543048,9.25090058887749,9.56137628578398,9.41893222093481,9.52809487565914,9.27221199438943,9.26405094661995,9.30660988141534
"C14orf38",8.51418608489962,8.53211705211393,8.60333199494958,8.56736031931909,8.5980725777369,8.46761510186973,8.55480430928775,8.61903579475459
"C14orf39",8.84540643284439,8.92873548655032,9.1398245404553,9.05033713088352,9.207013102045,9.03856070196937,9.07313518693794,9.02170635655171
"C14orf43",10.992401813769,10.9676115353623,10.8456785511278,10.8268431602631,10.7162079059225,10.9298239401371,10.95903016629,10.9851966503131
"C14orf45",9.19768453291157,9.24403170824632,9.21824562324416,9.16949676029807,9.13696753852111,9.23818587097411,9.2993167849412,9.29449348428695
"C14orf49",8.77869959598338,8.86700831880264,9.03509501565711,9.07217443719951,8.92928543684386,8.86794529313777,8.87025058738355,8.8730456334409
"C14orf55",8.61777580067537,8.59460231797566,8.5258682454013,8.52274054396065,8.50468885042904,8.6056243925568,8.59008991649621,8.65609459169092
"C14orf64",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C14orf79",9.33607649994718,9.36908589256648,9.34412285047885,9.3321371989395,9.3404147284216,9.32349095109595,9.4548975287125,9.43367996680188
"C14orf80",9.88790262442473,9.84810388883576,9.77845742798902,9.88814275920616,9.76737296968164,9.96635291308832,10.023088145823,10.0046506767056
"C14orf93",9.36707141454508,9.3167321359204,9.53817058361235,9.60008506031579,9.48731786866669,9.47099740543461,9.41421743748162,9.40530732411792
"C15orf17",11.0903195264904,11.2293130654285,11.2052528566545,11.3441949710835,11.190093715428,11.2606761797391,11.2044298888673,11.3103386387903
"C15orf2",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.361892058787,8.27845326854795
"C15orf23",10.7491472084301,10.8193697043604,10.8912462859914,10.8377513567544,10.9661509658102,10.9155533006746,10.8134233983465,10.9018225775805
"C15orf24",10.5812750844317,10.6063782779114,10.4203636819375,10.3453614374594,10.4642848272005,10.400365219685,10.2399376444355,10.3297468386709
"C15orf26",8.43869801098856,8.44768333571551,8.48951984340902,8.45129350860342,8.42162510728935,8.54577756939878,8.48269361810398,8.4899749001705
"C15orf27",8.87059582382662,8.91253319818862,9.10227297689755,9.13072431509661,9.20183709812978,8.99198155738594,8.94529986534236,8.94207651808611
"C15orf29",9.68819724985543,9.72454255653186,9.83632123958236,9.69087826942717,9.92684381164623,9.71135704626218,9.74022894004078,9.67473480878504
"C15orf32",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.37971180913155,8.27845326854795,8.27845326854795,8.27845326854795
"C15orf33",8.83046917028929,8.8108858691272,8.79846282656512,8.78882151839232,8.8298212966321,8.88731817356554,8.80978864374126,8.74975522416117
"C15orf34",8.96765873121704,8.92873548655032,8.84844267059087,8.77128862013158,8.83882343109967,8.80532766523308,8.88157986162675,8.83512846582327
"C15orf37",9.18449908073694,9.16445028072745,9.16387675414222,9.20645977523267,9.07840077569123,9.04972865472044,8.96514392476129,9.02745392294932
"C15orf38",9.79955873472886,9.78403016704596,9.80470979565518,9.8126695329437,9.80166085316903,9.78524348505851,9.80301909308741,9.87136143964191
"C15orf38-AP3S2",8.53162773080456,8.55880916728914,8.46128297551143,8.62351742147898,8.56444595291442,8.55666017587186,8.39643710307291,8.52863965071424
"C15orf39",11.6550311818842,11.5968536201417,11.2349466737976,11.3075493615269,11.0664427771451,11.6593866174151,11.6464781994604,11.6223727487382
"C15orf40",10.3618890902831,10.3650964845287,10.2381464285679,10.2630184097234,10.2408317044602,10.1736164635918,10.1787655358618,10.2166357126508
"C15orf41",9.86588941189117,9.842425563983,9.8742874352936,9.894215057553,9.89355074523845,10.0082632941016,10.0055676733052,10.0025820376004
"C15orf42",11.7406977113601,11.7574454972616,11.5421279690292,11.5160999936617,11.4963990972686,11.5878211968799,11.6154639129035,11.6763291805061
"C15orf43",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C15orf44",11.9532667911459,11.8705163450994,11.5999466583299,11.5808342881895,11.5591468018637,11.7532670991589,11.7204951624409,11.7767842880975
"C15orf48",8.54793211578047,8.51764391402919,8.6279247662275,8.63199691932089,8.58173250967621,8.63998341771788,8.55480430928775,8.61903579475459
"C15orf5",8.27845326854795,8.36310467772644,8.27845326854795,8.27845326854795,8.37971180913155,8.27845326854795,8.27845326854795,8.27845326854795
"C15orf50",8.27845326854795,8.27845326854795,8.35313480169255,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C15orf52",9.47372854239171,9.48973315942187,9.57089216861798,9.58014531595847,9.5880501849463,9.65294902782559,9.58885011323613,9.64961477873374
"C15orf53",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C15orf54",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C15orf55",8.40931495499487,8.4250317910204,8.35313480169255,8.41236674406694,8.48084591216587,8.49682650820285,8.54198014846562,8.44235585074201
"C15orf56",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.41225875419899,8.27845326854795,8.27845326854795
"C15orf57",9.517607070079,9.49761512871108,9.53817058361235,9.55775838869921,9.52809487565914,9.59908725693472,9.57716363549797,9.5612923767556
"C15orf58",9.05186595349473,9.03636854441005,8.9646131435152,8.89725597989394,8.84767624875025,9.03101483617474,9.02127454621299,8.99221368788815
"C15orf59",9.50991223717745,9.51319411965492,9.49214559603928,9.5390708530176,9.37510167170048,9.4619959246858,9.41974247740222,9.47807121633599
"C15orf60",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.361892058787,8.27845326854795
"C15orf61",9.88899239886054,9.7719801172858,9.7611376969985,9.85885721173738,9.69854685161468,9.8884836247365,9.82756058027725,9.90556462388133
"C15orf62",8.55572109011587,8.60565209567177,8.48951984340902,8.52274054396065,8.50468885042904,8.54577756939878,8.55480430928775,8.60573252901479
"C15orf63",8.43869801098856,8.4250317910204,8.3840571201032,8.41236674406694,8.48084591216587,8.38771803560254,8.361892058787,8.37311638452787
"C16orf11",8.54793211578047,8.63672895001746,8.63573957191809,8.64836191998736,8.6284363295711,8.5869862755646,8.62171788558093,8.57732331742138
"C16orf13",10.0657282524897,10.0647244859947,9.97339284030851,10.1234981757265,9.84310994880899,10.0380939561474,10.0403578761894,10.0884851469311
"C16orf3",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.361892058787,8.27845326854795
"C16orf42",10.6420020075026,10.5409048585234,10.3085391506392,10.395783358315,10.3018392134739,10.6484712673251,10.6079969956462,10.6298427491324
"C16orf45",8.93068192062103,8.91798254560476,9.09258432499495,9.1139749760004,9.08446966903378,9.21173126777298,9.22384434659427,9.19084394132803
"C16orf46",8.89806464677707,8.93930200172522,8.98008842895715,8.98445244534663,8.92161806403293,9.03101483617474,8.97000954986159,8.98004049515572
"C16orf48",9.47051849648473,9.55606792111998,9.55562411952399,9.63886077028795,9.5389343186265,9.51266564704952,9.50913455344192,9.60638446614269
"C16orf5",10.8044822448736,10.7368565990355,10.6330696270019,10.6069110236401,10.429340405537,10.5402027917146,10.4953598696138,10.5176107818169
"C16orf52",9.78772091371684,9.79595243165868,10.2349490883136,10.2312868893034,10.3203205237158,10.0711241348528,10.0711410998596,9.97747571378799
"C16orf53",11.6152285694842,11.5847270181389,11.3571023927155,11.3799071440795,11.262257216263,11.7167654585807,11.6568232967998,11.7133178243488
"C16orf54",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C16orf55",9.12468150577831,9.07161536704847,9.04904532404138,9.00450463720886,8.96625703157925,9.20573564848032,9.19946223671199,9.26554965589738
"C16orf57",10.8566279536299,10.7927185683816,10.5470255249177,10.5489318778639,10.4692015389038,10.8425986432687,10.8338712966287,10.85333178399
"C16orf58",10.7228674837801,10.6921822158045,10.7315534089089,10.8826358503223,10.6929118438941,10.4554111792507,10.4877169194981,10.6107130460517
"C16orf59",9.95465075086748,9.90160059594784,9.84813716761318,9.91670884172435,9.7817868985013,9.96065194653499,10.0215058619242,10.0087772995935
"C16orf62",10.9303217809856,10.9259395657119,10.8610374410858,10.8958878948628,10.7707908073111,10.8983683083763,10.9364667060054,10.9416297402024
"C16orf7",8.91459573963013,8.91798254560476,8.88977788341298,8.97212043550879,8.86496091716605,8.9286811104016,8.85868763250878,8.90856636637046
"C16orf70",10.0788061726292,10.0344712473539,10.0463811544918,10.1071264244855,10.0191102200768,10.2044240524467,10.1070851271261,10.1884846441478
"C16orf71",8.5917402374177,8.66527070308328,8.64338373551685,8.59669990689592,8.50468885042904,8.5869862755646,8.55480430928775,8.54586605069669
"C16orf72",11.3124560320989,11.2115559655745,11.3426376636958,11.3111544967143,11.3592851442641,11.3453729330507,11.4218766513069,11.3780870446012
"C16orf73",8.27845326854795,8.27845326854795,8.27845326854795,8.35578674948867,8.27845326854795,8.27845326854795,8.361892058787,8.27845326854795
"C16orf74",8.86706685155595,8.8108858691272,8.99145779841591,8.96376629095576,8.86496091716605,8.9060594526069,8.87594359540897,8.82721420014994
"C16orf78",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C16orf79",8.65900395666458,8.65600191204626,8.65820114156135,8.68635259878449,8.642653228158,8.63171302948747,8.64124853265056,8.67886054372928
"C16orf80",10.5404879809293,10.5538318559724,10.5931752512658,10.6307651489913,10.5252432613878,10.400365219685,10.3852529939672,10.4741868785152
"C16orf82",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C16orf86",8.63603958533568,8.71669116900793,8.75453865294657,8.75923073079501,8.82066239428324,8.67872852435968,8.6686797742683,8.71071330262403
"C16orf87",10.1439480168523,10.1335249103235,10.2155930162648,10.2607780410334,10.3312827107686,10.1333858263629,10.1981180427866,10.1357863516349
"C16orf88",10.6569101526107,10.6409611245792,10.4799374239701,10.4549698952862,10.3706965131596,10.5429073232576,10.5580766580778,10.5729314932521
"C16orf89",8.34390093280334,8.39815127859716,8.35313480169255,8.46776765875987,8.37971180913155,8.35572435679627,8.361892058787,8.37311638452787
"C16orf90",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C16orf91",9.52979749018881,9.46299523883255,9.48598265823758,9.54325337172428,9.49109465561266,9.43447961012938,9.39462136397234,9.45099478138212
"C16orf92",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C16orf93",9.57859192997195,9.53863318802056,9.84519457948636,9.76621743534343,9.63821865617108,9.54020562608497,9.63433083177453,9.70734424470854
"C16orf95",8.97361678748961,9.0180558109889,8.95673304277594,9.05769078081728,8.9590347634103,8.99997147773632,8.98439018895149,8.97386767960544
"C16orf96",8.50495736640109,8.51764391402919,8.5258682454013,8.60588750275098,8.5262312981672,8.53442721870832,8.46492425313929,8.56203679982386
"C17orf100",9.30781469216994,9.23710641620074,9.47562474444554,9.52003263859781,9.43684650611286,9.27498730463416,9.34224941757012,9.2904172197745
"C17orf101",10.5063967444608,10.4571068755268,10.3885776346289,10.4197816958673,10.3951657919902,10.5026747742826,10.4844277118604,10.5340430856169
"C17orf102",8.53162773080456,8.4250317910204,8.69288248334859,8.664018494081,8.642653228158,8.51004549934405,8.49902742897358,8.4899749001705
"C17orf103",10.5705627655718,10.5751004886398,10.5461866476356,10.6197430247162,10.457700365852,10.607930639992,10.5611875299706,10.620949664273
"C17orf104",9.80660234048233,9.80775010310655,10.3472271282602,10.2939760605663,10.485458692848,10.2492642754373,10.3320543338937,10.2339154762798
"C17orf105",8.37100230978434,8.36310467772644,8.40777661862903,8.45129350860342,8.37971180913155,8.38771803560254,8.46492425313929,8.27845326854795
"C17orf107",8.66997040866085,8.58314546465081,8.44537178269597,8.53463341354859,8.54602949856882,8.54577756939878,8.49902742897358,8.57732331742138
"C17orf108",9.13182330264199,9.16824276741024,9.18144561895678,9.26459818672737,9.24236371931749,9.13992458031897,9.12151866146675,9.14346499639496
"C17orf109",8.42474855575465,8.27845326854795,8.44537178269597,8.35578674948867,8.42162510728935,8.41225875419899,8.361892058787,8.37311638452787
"C17orf110",8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795,8.27845326854795
"C17orf28",9.87694828135174,9.93361086945108,10.184878622791,10.2562854012688,10.122112212333,9.98609403899981,9.90693324007388,9.96258275399876
"C17orf39",10.8744175578933,10.8921659596491,10.8164911863508,10.8319445308692,10.9318015498676,10.7054766847062,10.6733650272562,10.6807762091053
"C17orf47",8.37100230978434,8.27845326854795,8.35313480169255,8.38780624056042,8.37971180913155,8.27845326854795,8.361892058787,8.37311638452787
"C17orf48",9.53131097991023,9.42709995456515,9.60260642053618,9.61965126842737,9.65763813967806,9.36700010946087,9.40306965805596,9.41248038086154
"C17orf49",9.09790220430149,8.97493827344839,9.04904532404138,9.15035170013009,8.98046226015885,8.96741088260516,9.02127454621299,9.01006389602555
"C17orf50",8.40931495499487,8.4250317910204,8.3840571201032,8.41236674406694,8.42162510728935,8.45115419405021,8.361892058787,8.37311638452787
"C17orf51",11.4650473769963,11.4579183901117,11.6841286472571,11.689509099972,11.6802537316546,11.6456841228244,11.6144987638533,11.6414008172407
"C17orf53",10.3788427637862,10.3749654220704,10.2338815073217,10.2324339734257,10.122112212333,10.2660957039374,10.2791320620605,10.2560314854647
"C17orf56",10.3611469018859,10.3700403751876,10.2068938896062,10.248384766406,10.0806153041755,10.2137530377786,10.1362564833774,10.2201106695808
"C17orf57",8.73931578515993,8.81742477030835,8.83394334651607,8.82212629628285,8.88992421522621,8.83232192484652,8.85868763250878,8.79428545934389
"C17orf58",10.3462127100168,10.3835393826072,10.414810579417,10.5253767232661,10.4822233341029,10.3344555212328,10.3146556620624,10.3297468386709
